ID,Questions,Responses
5,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
6,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We don't plan on using Python
7,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
8,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
9,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python but it isn't dominant or core to our approach
10,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
11,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
12,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
13,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
14,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
15,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
16,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
17,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
18,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
19,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
20,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
21,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
22,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
23,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
24,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
25,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
26,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
27,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
28,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
29,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
30,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
31,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
32,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
33,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
34,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
35,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
36,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
37,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
38,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
39,How much of your data analytics and machine learning development is done using Python & PyData stack? ,We use Python more than other programming languages
